EnglishText,UrduText
This was also because they used to disobey and would ( always ) exceed limits .,اور یہ اس وجہ سے بھی ہوا کہ وہ نافرمانی کیا کرتے اور ہمیشہ حد سے بڑھ جاتے تھے ۔
"Verily , those who have believed , and ( those who were ) Jews and Christians and Sabians , those ( of them ) who believe in Allah and the Last Day and act piously , there is for them their reward with their Lord . Neither shall any fear obsess them , nor shall they grieve .",بیشک جو لوگ ایمان لائے اور جو یہودی ہوئے اور جو نصاریٰ اور صابی تھے ان میں سے جو بھی اللہ پر اور آخرت کے دن پر ایمان لایا اور اس نے اچھے عمل کئے ، تو ان کے لئے ان کے رب کے ہاں ان کا اجر ہے ، ان پر نہ کوئی خوف ہوگا اور نہ وہ رنجیدہ ہوں گے ۔
"And ( recall ) when We took a firm promise from you and raised the Mount of Sinai high above you , so that you hold fast firmly what We have given you . And bear in mind whatever is ( written ) in this ( Book , the Torah , ) so that you become pious .",اور یاد کرو جب ہم نے تم سے پختہ عہد لیا اور تمہارے اوپر طور کو اٹھا کھڑا کیا ، کہ جو کچھ ہم نے تمہیں دیا ہے اسے مضبوطی سے پکڑے رہو اور جو کچھ اس کتاب تورات میں لکھا ہے اسے یاد رکھو تاکہ تم پرہیزگار بن جاؤ ۔
"Yet you turned back after this ( promise and warning ) . So , had there not been Allahs Bounty and His Mercy upon you , you would have been wrecked indeed .",پھر اس عہد اور تنبیہ کے بعد بھی تم نے روگردانی کی ، پس اگر تم پر اللہ کا فضل اور اس کی رحمت نہ ہوتی تو تم یقینا تباہ ہو جاتے ۔
"And , ( O Jews , ) certainly you know well those of you who violated ( the injunctions concerning ) the Sabbath ( Saturday ) . So We said to them : Be you apes , rejected and despised .",اور اے یہود ! تم یقیناً ان لوگوں سے خوب واقف ہو جنہوں نے تم میں سے ہفتہ کے دن کے احکام کے بارے میں سرکشی کی تھی تو ہم نے ان سے فرمایا کہ تم دھتکارے ہوئے بندر بن جاؤ ۔
"So We made this ( event ) a lesson of warning for their contemporaries as well as for later generations , and ( a source of ) admonition for the pious .",پس ہم نے اس واقعہ کو اس زمانے اور اس کے بعد والے لوگوں کے لئے باعثِ عبرت اور پرہیزگاروں کے لئے مُوجبِ نصیحت بنا دیا ۔
"And ( also recollect the event ) when Musa ( Moses ) said to his people : Verily , Allah enjoins you to sacrifice a cow . They said : Do you make a fool of us ? Musa ( Moses ) said : I seek the protection of Allah ( against ) becoming one of the ignorant .",اور وہ واقعہ بھی یاد کرو جب موسیٰ علیہ السلام نے اپنی قوم سے فرمایا کہ بیشک اللہ تمہیں حکم دیتا ہے کہ ایک گائے ذبح کرو ، تو وہ بولے : کیا آپ ہمیں مسخرہ بناتے ہیں ؟ موسیٰ علیہ السلام نے فرمایا : اللہ کی پناہ مانگتا ہوں اس سے کہ میں جاہلوں میں سے ہو جاؤں ۔
"( Then ) they said : Pray for us to your Lord that He may make clear to us what kind of cow ( that ) shall be ? ( Musa [ Moses ] ) said : Certainly He ordains that the cow is to be neither old nor young ( heifer ) , but in between ( fully grown ) . So now implement what you have been ordered .",تب انہوں نے کہا : آپ ہمارے لئے اپنے رب سے دعا کریں کہ وہ ہم پر واضح کر دے کہ وہ گائے کیسی ہو ؟ موسیٰ علیہ السلام نے کہا : بیشک وہ فرماتا ہے کہ وہ گائے نہ تو بوڑھی ہو اور نہ بالکل کم عمر اَوسَر ، بلکہ درمیانی عمر کی راس ہو ، پس اب تعمیل کرو جس کا تمہیں حکم دیا گیا ہے ۔
"They ( again ) said : Pray to your Lord for us that He may specify what her colour should be . Musa ( Moses ) said : He says , the cow should be yellow , rich in tone , ( so attractive that ) it pleases the viewers .",وہ پھر بولے : اپنے رب سے ہمارے حق میں دعا کریں وہ ہمارے لئے واضح کر دے کہ اس کا رنگ کیسا ہو ؟ موسیٰ علیہ السلام نے کہا : وہ فرماتا ہے کہ وہ گائے زرد رنگ کی ہو ، اس کی رنگت خوب گہری ہو ایسی جاذبِ نظر ہو کہ دیکھنے والوں کو بہت بھلی لگے ۔
"( This time ) they said : Pray for us to your Lord that He may make clear to us what exact type of cow it is ( because ) the cow has become doubtful to us , and if Allah so wills , we shall indeed be guided aright .",اب انہوں نے کہا : آپ ہمارے لئے اپنے رب سے درخواست کیجئے کہ وہ ہم پر واضح فرما دے کہ وہ کون سی گائے ہے ؟ کیونکہ ہم پر گائے مشتبہ ہو گئی ہے ، اور یقیناً اگر اللہ نے چاہا تو ہم ضرور ہدایت یافتہ ہو جائیں گے ۔
"( Musa [ Moses ] said , ) Allah has ordained : ( That is not any inferior cow . Instead ) it is certainly ( a superior ) cow , which has been employed neither for ploughing nor for watering the field , a cow in sound health , without any blemish . They said : Now you ( have ) brought the truth . So they sacrificed it though they did not look like doing it .",موسیٰ علیہ السلام نے کہا : اللہ تعالیٰ فرماتا ہے وہ کوئی گھٹیا گائے نہیں بلکہ یقینی طور پر ایسی اعلیٰ گائے ہو جس سے نہ زمین میں ہل چلانے کی محنت لی جاتی ہو اور نہ کھیتی کو پانی دیتی ہو ، بالکل تندرست ہو اس میں کوئی داغ دھبہ بھی نہ ہو ، انہوں نے کہا : اب آپ ٹھیک بات لائے ہیں ، پھر انہوں نے اس کو ذبح کیا حالانکہ وہ ذبح کرتے معلوم نہ ہوتے تھے ۔
"And when you killed a man then started disputing among yourselves ( for its blame ) , and Allah was to unveil that event which you were concealing .",اور جب تم نے ایک شخص کو قتل کر دیا پھر تم آپس میں اس کے الزام میں جھگڑنے لگے ، اور اللہ وہ بات ظاہر فرمانے والا تھا جسے تم چھپا رہے تھے ۔
"Then We commanded : Strike this ( dead body ) with a piece of this ( cow ) . That is how Allah restores the dead to life ( or will give life to the dead on the Day of Resurrection , ) and shows you His Signs so that you may apply your knowledge and understanding .",پھر ہم نے حکم دیا کہ اس مُردہ پر اس گائے کا ایک ٹکڑا مارو ، اسی طرح اللہ مُردوں کو زندہ فرماتا ہے یا قیامت کے دن مُردوں کو زندہ کرے گا اور تمہیں اپنی نشانیاں دکھاتا ہے تاکہ تم عقل و شعور سے کام لو ۔
Then ( even ) after this your hearts hardened . So ( in hardness ) they ( have become ) like stones or even harder .,پھر اس کے بعد بھی تمہارے دل سخت ہوگئے چنانچہ وہ سختی میں پتھروں جیسے ہوگئے ہیں یا ان سے بھی زیادہ سخت ہو چکے ہیں
"For of stones there are some from which streams burst out ; and , certainly , some out of them are such ( stones ) that split up and water gushes out of them ;",بیشک پتھروں میں تو بعض ایسے بھی ہیں جن سے نہریں پھوٹ نکلتی ہیں ، اور یقیناً ان میں سے بعض وہ پتھر بھی ہیں جو پھٹ جاتے ہیں تو ان سے پانی ابل پڑتا ہے ،
nd indeed there are others of them that fall due to fear of Allah .,اور بیشک ان میں سے بعض ایسے بھی ہیں جو اللہ کے خوف سے گر پڑتے ہیں ،
"( Alas ! Your hearts have not remained even that much soft , tender and feeble ) and Allah is not unaware of what you do .",افسوس ! تمہارے دلوں میں اس قدر نرمی ، خستگی اور شکستگی بھی نہیں رہی ، اور اللہ تمہارے کاموں سے بے خبر نہیں ۔
"( O Muslims ! ) Do you expect that they ( the Jews ) will believe in you whereas amongst them were people of a group who heard the Word of Allah ( Taurat [ the Torah ] ) then altered it ( themselves ) after understanding it , although they knew well ( what the Truth was and what they were doing ) ?",اے مسلمانو ! کیا تم یہ توقع رکھتے ہو کہ وہ یہودی تم پر یقین کر لیں گے جبکہ ان میں سے ایک گروہ کے لوگ ایسے بھی تھے کہ اللہ کا کلام تورات سنتے پھر اسے سمجھنے کے بعد خود بدل دیتے حالانکہ وہ خوب جانتے تھے کہ حقیقت کیا ہے اور وہ کیا کر رہے ہیں ۔
"And ( they have reached such state ) when they meet the believers they say : We ( too ) have believed ( in Muhammad , blessing and peace be upon him , like you ) ,",اور ان کا حال تو یہ ہو چکا ہے کہ جب اہلِ ایمان سے ملتے ہیں تو کہتے ہیں : ہم بھی تمہاری طرح حضرت محمد صلی اللہ علیہ وآلہ وسلم پر ایمان لے آئے ہیں ،
"and when they are together in isolation , they say : Do you tell them ( the Muslims ) that which Allah has unfolded to you ( through the Torah in connection with the Prophethood and glory of the last of the Prophets , Muhammad , blessings and peace be upon him ) so that they may use it in argument against you in the Holy Presence of your Lord ? Do you not have ( even this much ) sense ?",اور جب آپس میں ایک دوسرے کے ساتھ تنہائی میں ہوتے ہیں تو کہتے ہیں : کیا تم ان مسلمانوں سے نبی آخر الزمان صلی اللہ علیہ وآلہ وسلم کی رسالت اور شان کے بارے میں وہ باتیں بیان کر دیتے ہو جو اللہ نے تم پر تورات کے ذریعے ظاہر کی ہیں تاکہ اس سے وہ تمہارے رب کے حضور تمہیں پر حجت قائم کریں ، کیا تم اتنی عقل بھی نہیں رکھتے ؟ ۔
